"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Sep-09","SS","Japan Open 2009",10097,"XD","Semi final","5044294, 5044297","5054749, 5055602","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,7,8
"Sep-09","SS","Japan Open 2009",10097,"XD","Quarter final","5041519, 5055476","5043930, 5044573","19-21 / 21-9 / 21-9","19-21 "," 21-9 "," 21-9","","",19,21,21,9,21,9,,,,,2,1,61,39,7,6
"Sep-09","SS","Japan Open 2009",10097,"XD","Quarter final","5019250, 5051595","5011746, 5050909","17-21 / 21-7 / 21-14","17-21 "," 21-7 "," 21-14","","",17,21,21,7,21,14,,,,,2,1,59,42,7,6
"Sep-09","SS","Japan Open 2009",10097,"XD","Quarter final","5054749, 5055602","5043635, 5054279","21-18 / 21-17","21-18 "," 21-17","","","",21,18,21,17,,,,,,,2,0,42,35,7,6
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 2","5054749, 5055602","5005599, 5043767","11-21 / 21-9 / 21-17","Nov-21"," 21-9 "," 21-17","","",11,21,21,9,21,17,,,,,2,1,53,47,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 2","5011746, 5050909","5026742, 5055367","19-21 / 21-10 / 21-18","19-21 "," 21-10 "," 21-18","","",19,21,21,10,21,18,,,,,2,1,61,49,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 2","5019250, 5051595","5026468, 5048832","21-7 / 21-8","21-Jul"," 21-8","","","",21,7,21,8,,,,,,,2,0,42,15,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 2","5041519, 5055476","5040479, 5040919","21-17 / 21-16","21-17 "," 21-16","","","",21,17,21,16,,,,,,,2,0,42,33,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 1","5043635, 5054279","5041668, 5044759","21-13 / 17-21 / 21-15","21-13 "," 17-21 "," 21-15","","",21,13,17,21,21,15,,,,,2,1,59,49,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 1","5043930, 5044573","5041927, 5042834","21-12 / 21-14","21-Dec"," 21-14","","","",21,12,21,14,,,,,,,2,0,42,26,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 1","5040479, 5040919","5042841, 5043819","11-21 / 21-17 / 21-19","Nov-21"," 21-17 "," 21-19","","",11,21,21,17,21,19,,,,,2,1,53,57,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 1","5026742, 5055367","5043684, 5044144","21-18 / 21-12","21-18 "," 21-12","","","",21,18,21,12,,,,,,,2,0,42,30,7,4
"Sep-09","SS","Japan Open 2009",10097,"XD","Round 1","5011746, 5050909","5042090, 5050941","21-18 / 21-10","21-18 "," 21-10","","","",21,18,21,10,,,,,,,2,0,42,28,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Final","5005599, 5043456","5040919, 5042834","21-13 / 21-16","21-13 "," 21-16","","","",21,13,21,16,,,,,,,2,0,42,29,7,10
"Sep-11","SS","China Masters 2011",11519,"XD","Semi final","5040919, 5042834","5043684, 5044144","6-21 / 21-19 / 21-19","Jun-21"," 21-19 "," 21-19","","",6,21,21,19,21,19,,,,,2,1,48,59,7,8
"Sep-11","SS","China Masters 2011",11519,"XD","Semi final","5005599, 5043456","5041519, 5055476","21-15 / 22-20","21-15 "," 22-20","","","",21,15,22,20,,,,,,,2,0,43,35,7,8
"Sep-11","SS","China Masters 2011",11519,"XD","Quarter final","5041519, 5055476","5043635, 5054279","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,7,6
"Sep-11","SS","China Masters 2011",11519,"XD","Quarter final","5043684, 5044144","5033489, 5054175","17-21 / 21-19 / 21-9","17-21 "," 21-19 "," 21-9","","",17,21,21,19,21,9,,,,,2,1,59,49,7,6
"Sep-11","SS","China Masters 2011",11519,"XD","Quarter final","5040919, 5042834","5027001, 5043137","19-21 / 21-15 / 21-16","19-21 "," 21-15 "," 21-16","","",19,21,21,15,21,16,,,,,2,1,61,52,7,6
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5033489, 5054175","5046802, 5050327","21-13 / 21-12","21-13 "," 21-12","","","",21,13,21,12,,,,,,,2,0,42,25,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5043635, 5054279","5027439, 5042177","13-21 / 21-18 / 21-18","13-21 "," 21-18 "," 21-18","","",13,21,21,18,21,18,,,,,2,1,55,57,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5027001, 5043137","5041668, 5055093","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5040919, 5042834","5042081, 5042097","16-21 / 21-10 / 22-20","16-21 "," 21-10 "," 22-20","","",16,21,21,10,22,20,,,,,2,1,59,51,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5043684, 5044144","5042447, 5050909","21-19 / 21-17","21-19 "," 21-17","","","",21,19,21,17,,,,,,,2,0,42,36,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5041519, 5055476","5019250, 5055602","21-9 / 24-22","21-Sep"," 24-22","","","",21,9,24,22,,,,,,,2,0,45,31,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5040752, 5047406","5011746, 5048486","21-18 / 21-14","21-18 "," 21-14","","","",21,18,21,14,,,,,,,2,0,42,32,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 2","5005599, 5043456","5042079, 5050280","21-9 / 21-13","21-Sep"," 21-13","","","",21,9,21,13,,,,,,,2,0,42,22,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5043684, 5044144","5043020, 5049683","5-21 / 21-14 / 21-18","May-21"," 21-14 "," 21-18","","",5,21,21,14,21,18,,,,,2,1,47,53,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5046802, 5050327","5022387, 5042050","21-17 / 21-17","21-17 "," 21-17","","","",21,17,21,17,,,,,,,2,0,42,34,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5005599, 5043456","5040186, 5044374","21-14 / 21-10","21-14 "," 21-10","","","",21,14,21,10,,,,,,,2,0,42,24,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5041668, 5055093","5042841, 5043819","19-21 / 21-13 / 21-14","19-21 "," 21-13 "," 21-14","","",19,21,21,13,21,14,,,,,2,1,61,48,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5042081, 5042097","5044993, 5046308","21-19 / 7-21 / 21-17","21-19 "," 7-21 "," 21-17","","",21,19,7,21,21,17,,,,,2,1,49,57,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5019250, 5055602","5042344, 5043011","21-14 / 21-16","21-14 "," 21-16","","","",21,14,21,16,,,,,,,2,0,42,30,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5042079, 5050280","5011238, 5047742","16-21 / 21-19 / 21-18","16-21 "," 21-19 "," 21-18","","",16,21,21,19,21,18,,,,,2,1,58,58,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5033489, 5054175","5023879, 5040479","22-20 / 21-18","22-20 "," 21-18","","","",22,20,21,18,,,,,,,2,0,43,38,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5040752, 5047406","5041667, 5042236","21-14 / 21-12","21-14 "," 21-12","","","",21,14,21,12,,,,,,,2,0,42,26,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5011746, 5048486","5023586, 5040741","21-8 / 19-21 / 21-15","21-Aug"," 19-21 "," 21-15","","",21,8,19,21,21,15,,,,,2,1,61,44,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5042447, 5050909","5017900, 5041352","22-20 / 21-15","22-20 "," 21-15","","","",22,20,21,15,,,,,,,2,0,43,35,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5041519, 5055476","5002888, 5042291","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5027439, 5042177","5040748, 5046051","21-15 / 14-21 / 21-15","21-15 "," 14-21 "," 21-15","","",21,15,14,21,21,15,,,,,2,1,56,51,7,4
"Sep-11","SS","China Masters 2011",11519,"XD","Round 1","5027001, 5043137","5042090, 5050941","21-19 / 21-16","21-19 "," 21-16","","","",21,19,21,16,,,,,,,2,0,42,35,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Semi final","5038134, 5045359","5026742, 5055367","15-5 / 15-3","15-May"," 15-3","","","",15,5,15,3,,,,,,,2,0,30,8,7,8
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Quarter final","5038134, 5045359","5004093, 5013584","15-8 / 15-8","15-Aug"," 15-8","","","",15,8,15,8,,,,,,,2,0,30,16,7,6
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Quarter final","5026742, 5055367","5003128, 5038465","15-4 / 15-8","15-Apr"," 15-8","","","",15,4,15,8,,,,,,,2,0,30,12,7,6
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Quarter final","5019250, 5055602","5044746, 5044749","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,7,6
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 2","5044746, 5044749","5044097, 5055372","9-15 / 15-11 / 15-10","Sep-15"," 15-11 "," 15-10","","",9,15,15,11,15,10,,,,,2,1,39,36,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 2","5004093, 5013584","5011959, 5054879","15-1 / 15-2","15-Jan"," 15-2","","","",15,1,15,2,,,,,,,2,0,30,3,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 2","5038134, 5045359","5028550, 5046769","15-8 / 15-4","15-Aug"," 15-4","","","",15,8,15,4,,,,,,,2,0,30,12,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 2","5019250, 5055602","5020998, 5022387","15-8 / 15-8","15-Aug"," 15-8","","","",15,8,15,8,,,,,,,2,0,30,16,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 2","5054040, 5055735","5007963, 5054390","15-4 / 11-15 / 15-10","15-Apr"," 11-15 "," 15-10","","",15,4,11,15,15,10,,,,,2,1,41,29,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5011959, 5054879","5043781, 5055601","11-15 / 15-8 / 15-10","Nov-15"," 15-8 "," 15-10","","",11,15,15,8,15,10,,,,,2,1,41,33,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5019250, 5055602","5044070, 5054041","15-5 / 15-10","15-May"," 15-10","","","",15,5,15,10,,,,,,,2,0,30,15,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5028550, 5046769","5045145, 5048523","15-9 / 15-6","15-Sep"," 15-6","","","",15,9,15,6,,,,,,,2,0,30,15,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5003128, 5038465","5053110, 5055093","9-15 / 17-15 / 15-13","Sep-15"," 17-15 "," 15-13","","",9,15,17,15,15,13,,,,,2,1,41,43,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5044097, 5055372","5007693, 5024804","15-9 / 15-6","15-Sep"," 15-6","","","",15,9,15,6,,,,,,,2,0,30,15,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5004093, 5013584","5054175, 5055146","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5038134, 5045359","5004619, 5049765","15-3 / 13-15 / 15-8","15-Mar"," 13-15 "," 15-8","","",15,3,13,15,15,8,,,,,2,1,43,26,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5007963, 5054390","5037282, 5055580","15-11 / 13-15 / 15-7","15-Nov"," 13-15 "," 15-7","","",15,11,13,15,15,7,,,,,2,1,43,33,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Round 1","5054040, 5055735","5022359, 5032952","15-6 / 15-13","15-Jun"," 15-13","","","",15,6,15,13,,,,,,,2,0,30,19,7,4
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Qual Final","5004619, 5049765","5044537, 5054257","15-9 / 15-2","15-Sep"," 15-2","","","",15,9,15,2,,,,,,,2,0,30,11,7,2
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Qual Semi final","5044537, 5054257","5008953, 5053893","15-2 / 15-10","15-Feb"," 15-10","","","",15,2,15,10,,,,,,,2,0,30,12,7,2
"Aug-03","STAR5","Singapore Open 2003",10597,"XD","Qual Semi final","5004619, 5049765","5044100, 5044733","14-17 / 15-7 / 15-9","14-17 "," 15-7 "," 15-9","","",14,17,15,7,15,9,,,,,2,1,44,33,7,2
"Jan-06","STAR4","All England Open 2006",12672,"XD","Final","5004093, 5013584","5020998, 5022387","12-15 / 17-14 / 15-1","Dec-15"," 17-14 "," 15-1","","",12,15,17,14,15,1,,,,,2,1,44,30,6,10
"Jan-06","STAR4","All England Open 2006",12672,"XD","Semi final","5004093, 5013584","5044070, 5054040","17-16 / 15-11","17-16 "," 15-11","","","",17,16,15,11,,,,,,,2,0,32,27,6,8
"Jan-06","STAR4","All England Open 2006",12672,"XD","Semi final","5020998, 5022387","5019250, 5051595","15-12 / 15-4","15-Dec"," 15-4","","","",15,12,15,4,,,,,,,2,0,30,16,6,8
"Jan-06","STAR4","All England Open 2006",12672,"XD","Quarter final","5019250, 5051595","5043635, 5054279","13-15 / 15-9 / 15-11","13-15 "," 15-9 "," 15-11","","",13,15,15,9,15,11,,,,,2,1,43,35,6,6
"Jan-06","STAR4","All England Open 2006",12672,"XD","Quarter final","5004093, 5013584","5026742, 5055367","15-7 / 15-4","15-Jul"," 15-4","","","",15,7,15,4,,,,,,,2,0,30,11,6,6
"Jan-06","STAR4","All England Open 2006",12672,"XD","Quarter final","5044070, 5054040","5014493, 5050083","15-12 / 15-5","15-Dec"," 15-5","","","",15,12,15,5,,,,,,,2,0,30,17,6,6
"Jan-06","STAR4","All England Open 2006",12672,"XD","Quarter final","5020998, 5022387","5044108, 5044112","15-5 / 8-15 / 15-13","15-May"," 8-15 "," 15-13","","",15,5,8,15,15,13,,,,,2,1,38,33,6,6
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5019250, 5051595","5044294, 5044297","15-2 / 15-12","15-Feb"," 15-12","","","",15,2,15,12,,,,,,,2,0,30,14,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5026742, 5055367","5052798, 5054244","15-7 / 15-13","15-Jul"," 15-13","","","",15,7,15,13,,,,,,,2,0,30,20,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5043635, 5054279","5008768, 5052020","3-15 / 15-11 / 15-8","Mar-15"," 15-11 "," 15-8","","",3,15,15,11,15,8,,,,,2,1,33,34,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5020998, 5022387","5005176, 5055669","15-5 / 15-3","15-May"," 15-3","","","",15,5,15,3,,,,,,,2,0,30,8,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5044108, 5044112","5044693, 5054390","15-4 / 15-6","15-Apr"," 15-6","","","",15,4,15,6,,,,,,,2,0,30,10,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 2","5044070, 5054040","5003128, 5004619","15-9 / 15-9","15-Sep"," 15-9","","","",15,9,15,9,,,,,,,2,0,30,18,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 1","5008768, 5052020","5054175, 5055146","15-13 / 15-5","15-13 "," 15-5","","","",15,13,15,5,,,,,,,2,0,30,18,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 1","5043635, 5054279","5042447, 5054041","15-13 / 17-15","15-13 "," 17-15","","","",15,13,17,15,,,,,,,2,0,32,28,6,4
"Jan-06","STAR4","All England Open 2006",12672,"XD","Round 1","5014493, 5050083","5017538, 5027080","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,6,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Final","5019250, 5051595","5003128, 5004619","17-21 / 21-14 / 21-9","17-21 "," 21-14 "," 21-9","","",17,21,21,14,21,9,,,,,2,1,59,44,7,10
"Jun-08","SS","Singapore Open 2008",11877,"XD","Semi final","5019250, 5051595","5044294, 5044297","21-18 / 21-19","21-18 "," 21-19","","","",21,18,21,19,,,,,,,2,0,42,37,7,8
"Jun-08","SS","Singapore Open 2008",11877,"XD","Quarter final","5003128, 5004619","5004093, 5043767","21-12 / 21-18","21-Dec"," 21-18","","","",21,12,21,18,,,,,,,2,0,42,30,7,6
"Jun-08","SS","Singapore Open 2008",11877,"XD","Quarter final","5044294, 5044297","5042292, 5055093","25-23 / 18-21 / 21-15","25-23 "," 18-21 "," 21-15","","",25,23,18,21,21,15,,,,,2,1,64,59,7,6
"Jun-08","SS","Singapore Open 2008",11877,"XD","Quarter final","5019250, 5051595","5026742, 5055367","21-14 / 21-12","21-14 "," 21-12","","","",21,14,21,12,,,,,,,2,0,42,26,7,6
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 2","5042292, 5055093","5011943, 5042090","21-12 / 21-17","21-Dec"," 21-17","","","",21,12,21,17,,,,,,,2,0,42,29,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 2","5004093, 5043767","5041519, 5055476","21-18 / 19-21 / 21-14","21-18 "," 19-21 "," 21-14","","",21,18,19,21,21,14,,,,,2,1,61,53,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 2","5003128, 5004619","5040610, 5042526","21-13 / 21-14","21-13 "," 21-14","","","",21,13,21,14,,,,,,,2,0,42,27,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 2","5044294, 5044297","5042086, 5043014","16-21 / 21-10 / 21-13","16-21 "," 21-10 "," 21-13","","",16,21,21,10,21,13,,,,,2,1,58,44,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5041519, 5055476","5041927, 5042834","21-18 / 21-17","21-18 "," 21-17","","","",21,18,21,17,,,,,,,2,0,42,35,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5040610, 5042526","5041668, 5044759","24-22 / 13-21 / 21-19","24-22 "," 13-21 "," 21-19","","",24,22,13,21,21,19,,,,,2,1,58,62,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5003128, 5004619","5042344, 5042523","21-7 / 21-9","21-Jul"," 21-9","","","",21,7,21,9,,,,,,,2,0,42,16,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5002888, 5050581","5043482, 5051332","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5042292, 5055093","5043635, 5054279","23-21 / 21-15","23-21 "," 21-15","","","",23,21,21,15,,,,,,,2,0,44,36,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5011943, 5042090","5008113, 5050995","21-23 / 21-10 / 21-10","21-23 "," 21-10 "," 21-10","","",21,23,21,10,21,10,,,,,2,1,63,43,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5044294, 5044297","5039298, 5055602","20-22 / 22-20 / 21-18","20-22 "," 22-20 "," 21-18","","",20,22,22,20,21,18,,,,,2,1,63,60,7,4
"Jun-08","SS","Singapore Open 2008",11877,"XD","Round 1","5019250, 5051595","5029954, 5052011","19-21 / 21-5 / 21-14","19-21 "," 21-5 "," 21-14","","",19,21,21,5,21,14,,,,,2,1,61,40,7,4
"Jul-10","GPG","Malaysia Masters 2010",13706,"XD","Semi final","5026742, 5055367","5044573, 5044615","15-21 / 21-12 / 21-15","15-21 "," 21-12 "," 21-15","","",15,21,21,12,21,15,,,,,2,1,57,48,6,8
"Jul-10","GPG","Malaysia Masters 2010",13706,"XD","Quarter final","5042344, 5043011","5042841, 5043819","19-21 / 21-18 / 21-12","19-21 "," 21-18 "," 21-12","","",19,21,21,18,21,12,,,,,2,1,61,51,6,6
"Jul-10","GPG","Malaysia Masters 2010",13706,"XD","Quarter final","5026742, 5055367","5042086, 5043014","21-17 / 21-11","21-17 "," 21-11","","","",21,17,21,11,,,,,,,2,0,42,28,6,6
"Jul-10","GPG","Malaysia Masters 2010",13706,"XD","Quarter final","5044573, 5044615","5054749, 5055602","10-21 / 21-18 / 21-15","Oct-21"," 21-18 "," 21-15","","",10,21,21,18,21,15,,,,,2,1,52,54,6,6
"Jul-10","GPG","Malaysia Masters 2010",13706,"XD","Round 2","5042841, 5043819","5011238, 5047742","21-18 / 21-16","21-18 "," 21-16","","","",21,18,21,16,,,,,,,2,0,42,34,6,4
"Oct-02","AG","Asian Games 2002",12280,"XD","Final","5038134, 5045359","5026742, 5049941","11-4 / 11-0","11-Apr"," 11-0","","","",11,4,11,0,,,,,,,2,0,22,4,8,10
"Oct-02","AG","Asian Games 2002",12280,"XD","Semi final","5026742, 5049941","5019250, 5055602","5-11 / 11-5 / 11-5","5-Nov"," 11-5 "," 11-5","","",5,11,11,5,11,5,,,,,2,1,27,21,8,8
"Oct-02","AG","Asian Games 2002",12280,"XD","Quarter final","5019250, 5055602","5004093, 5013584","11-7 / 11-4","11-Jul"," 11-4","","","",11,7,11,4,,,,,,,2,0,22,11,8,6
"Oct-02","AG","Asian Games 2002",12280,"XD","Round 1","5011405, 5045870","5011959, 5054879","11-5 / 9-11 / 11-0","11-May"," 9-11 "," 11-0","","",11,5,9,11,11,0,,,,,2,1,31,16,8,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Final","5040752, 5047406","5005599, 5043456","21-18 / 21-18","21-18 "," 21-18","","","",21,18,21,18,,,,,,,2,0,42,36,7,10
"Jan-14","SS","Korea Open 2014",10087,"XD","Semi final","5005599, 5043456","5005500, 5017900","21-14 / 21-10","21-14 "," 21-10","","","",21,14,21,10,,,,,,,2,0,42,24,7,8
"Jan-14","SS","Korea Open 2014",10087,"XD","Semi final","5040752, 5047406","5034696, 5046834","21-16 / 21-12","21-16 "," 21-12","","","",21,16,21,12,,,,,,,2,0,42,28,7,8
"Jan-14","SS","Korea Open 2014",10087,"XD","Quarter final","5005500, 5017900","5029748, 5029761","21-13 / 21-14","21-13 "," 21-14","","","",21,13,21,14,,,,,,,2,0,42,27,7,6
"Jan-14","SS","Korea Open 2014",10087,"XD","Quarter final","5040752, 5047406","5026742, 5055367","21-15 / 21-16","21-15 "," 21-16","","","",21,15,21,16,,,,,,,2,0,42,31,7,6
"Jan-14","SS","Korea Open 2014",10087,"XD","Quarter final","5034696, 5046834","5027001, 5033489","21-16 / 21-16","21-16 "," 21-16","","","",21,16,21,16,,,,,,,2,0,42,32,7,6
"Jan-14","SS","Korea Open 2014",10087,"XD","Quarter final","5005599, 5043456","5043784, 5044179","21-19 / 21-12","21-19 "," 21-12","","","",21,19,21,12,,,,,,,2,0,42,31,7,6
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5043784, 5044179","5020355, 5045078","21-10 / 21-15","21-Oct"," 21-15","","","",21,10,21,15,,,,,,,2,0,42,25,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5026742, 5055367","5007523, 5029177","21-18 / 22-20","21-18 "," 22-20","","","",21,18,22,20,,,,,,,2,0,43,38,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5040752, 5047406","5040919, 5042834","21-16 / 21-13","21-16 "," 21-13","","","",21,16,21,13,,,,,,,2,0,42,29,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5005599, 5043456","5012279, 5042447","21-6 / 21-17","21-Jun"," 21-17","","","",21,6,21,17,,,,,,,2,0,42,23,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5029748, 5029761","5053408, 5053806","21-11 / 21-17","21-Nov"," 21-17","","","",21,11,21,17,,,,,,,2,0,42,28,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5005500, 5017900","5007921, 5040035","21-15 / 11-21 / 22-20","21-15 "," 11-21 "," 22-20","","",21,15,11,21,22,20,,,,,2,1,54,56,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 2","5027001, 5033489","5028638, 5048220","21-13 / 21-12","21-13 "," 21-12","","","",21,13,21,12,,,,,,,2,0,42,25,7,4
"Jan-14","SS","Korea Open 2014",10087,"XD","Round 1","5040752, 5047406","5040479, 5048486","21-14 / 21-8","21-14 "," 21-8","","","",21,14,21,8,,,,,,,2,0,42,22,7,4
